name,website,application_url,application_email,submission_type,stage_focus,industry_focus,region_focus,form_complexity,question_count_range,required_documents,notes
Founders Fund 14,https://foundersfund14.vc,https://foundersfund14.vc/apply,,other,"Series B,Pre-seed","Consumer,E-commerce,Developer tools","North America,Asia",standard,6-10,"financial_projections,video",
KKR & Co 13,https://kkrco13.capital,https://kkrco13.capital/apply,apply@kkrco13.capital,email,"Pre-seed,Series C","AI/ML,E-commerce,Developer tools","Europe,EMEA",comprehensive,1-5,"video,business_plan",
Lightspeed Venture Partners 16,https://lightspeedventurepar.com,https://lightspeedventurepar.com/apply,apply@lightspeedventurepar.com,other,"Pre-seed,Series B","E-commerce,B2B SaaS,Consumer","Global,North America",standard,6-10,"traction_data,financial_projections",
Greylock Partners 13,https://greylockpartners13.co,https://greylockpartners13.co/apply,apply@greylockpartners13.co,other,"Series A,Series C","B2B SaaS,AI/ML,Fintech","Asia,Global",standard,6-10,"financial_projections,business_plan",
Union Square Ventures 13,https://unionsquareventures1.co,https://unionsquareventures1.co/apply,apply@unionsquareventures1.co,form,"Pre-seed,Seed","Web3,Deep tech,B2B SaaS","Europe,Asia",comprehensive,1-5,"video,traction_data",Generated sample data for testing
Bessemer Venture Partners 17,https://bessemerventurepartn.capital,https://bessemerventurepartn.capital/apply,,email,"Seed,Pre-seed","Healthtech,Fintech,AI/ML","North America,Global",simple,1-5,"business_plan,video",
General Catalyst 14,https://generalcatalyst14.co,https://generalcatalyst14.co/apply,apply@generalcatalyst14.co,form,"Seed,Series B","Fintech,Consumer,B2B SaaS","EMEA,Europe",comprehensive,11-20,"video,business_plan",Generated sample data for testing
Advent International 15,https://adventinternational1.vc,https://adventinternational1.vc/apply,,email,"Series B,Series C","AI/ML,Web3,B2B SaaS","Asia,North America",simple,1-5,"traction_data,pitch_deck",Generated sample data for testing
Insight Partners 15,https://insightpartners15.capital,https://insightpartners15.capital/apply,apply@insightpartners15.capital,form,"Series B,Pre-seed","Climate tech,Marketplace,Fintech","EMEA,Europe",comprehensive,21+,"video,financial_projections",Generated sample data for testing
GV (Google Ventures) 17,https://gvgoogleventures17.io,https://gvgoogleventures17.io/apply,apply@gvgoogleventures17.io,other,"Series B,Series A","Fintech,E-commerce,B2B SaaS","EMEA,Global",comprehensive,11-20,"business_plan,traction_data",Generated sample data for testing
Thoma Bravo 13,https://thomabravo13.capital,https://thomabravo13.capital/apply,,other,"Series A,Series B","Consumer,Gaming,Developer tools","North America,Europe",standard,6-10,"traction_data,business_plan",Generated sample data for testing
Sequoia Capital 22,https://sequoiacapital22.io,https://sequoiacapital22.io/apply,apply@sequoiacapital22.io,email,"Seed,Pre-seed","Consumer,Deep tech,Fintech","North America,Global",standard,11-20,"business_plan,pitch_deck",Generated sample data for testing
Warburg Pincus 17,https://warburgpincus17.capital,https://warburgpincus17.capital/apply,apply@warburgpincus17.capital,email,"Series B,Series C","Consumer,Fintech,Gaming","Global,EMEA",simple,21+,"business_plan,video",
TPG Growth 13,https://tpggrowth13.vc,https://tpggrowth13.vc/apply,apply@tpggrowth13.vc,email,"Series B,Seed","B2B SaaS,Developer tools,Gaming","Asia,North America",comprehensive,11-20,"video,financial_projections",Generated sample data for testing
KKR & Co 14,https://kkrco14.co,https://kkrco14.co/apply,apply@kkrco14.co,email,"Pre-seed,Series B","Marketplace,Fintech,E-commerce","Europe,Asia",comprehensive,6-10,"pitch_deck,video",Generated sample data for testing
Union Square Ventures 14,https://unionsquareventures1.com,https://unionsquareventures1.com/apply,apply@unionsquareventures1.com,email,"Seed,Series B","Fintech,E-commerce,Gaming","Europe,EMEA",simple,11-20,"pitch_deck,traction_data",Generated sample data for testing
General Catalyst 15,https://generalcatalyst15.capital,https://generalcatalyst15.capital/apply,apply@generalcatalyst15.capital,other,"Series B,Pre-seed","AI/ML,B2B SaaS,Gaming","North America,Global",standard,11-20,"financial_projections,video",
Andreessen Horowitz 16,https://andreessenhorowitz16.com,https://andreessenhorowitz16.com/apply,apply@andreessenhorowitz16.com,form,"Series A,Seed","Gaming,Web3,B2B SaaS","Global,Europe",standard,11-20,"pitch_deck,financial_projections",Generated sample data for testing
Bessemer Venture Partners 18,https://bessemerventurepartn.io,https://bessemerventurepartn.io/apply,apply@bessemerventurepartn.io,email,"Series C,Series B","Web3,Fintech,E-commerce","Asia,Europe",standard,11-20,"pitch_deck,financial_projections",Generated sample data for testing
Andreessen Horowitz 17,https://andreessenhorowitz17.com,https://andreessenhorowitz17.com/apply,apply@andreessenhorowitz17.com,other,"Seed,Pre-seed","Climate tech,AI/ML,Developer tools","Asia,Europe",simple,21+,"pitch_deck,video",Generated sample data for testing
Bessemer Venture Partners 19,https://bessemerventurepartn.com,https://bessemerventurepartn.com/apply,apply@bessemerventurepartn.com,email,"Seed,Series B","B2B SaaS,E-commerce,Consumer","Global,North America",simple,11-20,"video,pitch_deck",
Union Square Ventures 15,https://unionsquareventures1.io,https://unionsquareventures1.io/apply,apply@unionsquareventures1.io,email,"Pre-seed,Series C","Developer tools,B2B SaaS,Fintech","North America,EMEA",comprehensive,11-20,"business_plan,video",Generated sample data for testing
Accel Partners 17,https://accelpartners17.vc,https://accelpartners17.vc/apply,apply@accelpartners17.vc,other,"Series A,Pre-seed","Marketplace,B2B SaaS,Developer tools","North America,Global",comprehensive,6-10,"financial_projections,traction_data",Generated sample data for testing
Union Square Ventures 16,https://unionsquareventures1.com,https://unionsquareventures1.com/apply,,form,"Seed,Series B","Consumer,Fintech,E-commerce","Global,Europe",standard,1-5,"pitch_deck,video",
New Enterprise Associates 20,https://newenterpriseassocia.co,https://newenterpriseassocia.co/apply,,other,"Series C,Seed","Deep tech,Consumer,Web3","Asia,Global",comprehensive,6-10,"video,pitch_deck",Generated sample data for testing
Blackstone Growth 14,https://blackstonegrowth14.io,https://blackstonegrowth14.io/apply,,other,"Series B,Seed","E-commerce,Climate tech,B2B SaaS","North America,Europe",comprehensive,21+,"traction_data,video",
General Atlantic 15,https://generalatlantic15.co,https://generalatlantic15.co/apply,,form,"Series A,Pre-seed","AI/ML,Healthtech,E-commerce","Europe,Global",simple,6-10,"video,business_plan",
First Round Capital 14,https://firstroundcapital14.io,https://firstroundcapital14.io/apply,,other,"Pre-seed,Seed","Consumer,Gaming,Web3","Asia,Global",simple,21+,"pitch_deck,financial_projections",Generated sample data for testing
Andreessen Horowitz 18,https://andreessenhorowitz18.io,https://andreessenhorowitz18.io/apply,apply@andreessenhorowitz18.io,other,"Series C,Seed","Gaming,B2B SaaS,AI/ML","EMEA,Asia",standard,6-10,"video,pitch_deck",Generated sample data for testing
Greylock Partners 14,https://greylockpartners14.com,https://greylockpartners14.com/apply,apply@greylockpartners14.com,email,"Seed,Series B","Gaming,Fintech,Deep tech","EMEA,Europe",simple,11-20,"video,financial_projections",
Greylock Partners 15,https://greylockpartners15.com,https://greylockpartners15.com/apply,apply@greylockpartners15.com,other,"Pre-seed,Seed","Consumer,Web3,B2B SaaS","North America,Europe",standard,1-5,"financial_projections,video",
Index Ventures 14,https://indexventures14.io,https://indexventures14.io/apply,apply@indexventures14.io,email,"Series C,Seed","B2B SaaS,Fintech,Web3","Europe,Global",standard,6-10,"financial_projections,video",Generated sample data for testing
First Round Capital 15,https://firstroundcapital15.io,https://firstroundcapital15.io/apply,,form,"Pre-seed,Series B","Fintech,Developer tools,Deep tech","Asia,Europe",comprehensive,11-20,"financial_projections,business_plan",Generated sample data for testing
Accel Partners 18,https://accelpartners18.io,https://accelpartners18.io/apply,apply@accelpartners18.io,email,"Pre-seed,Seed","B2B SaaS,E-commerce,Developer tools","Global,Asia",standard,21+,"business_plan,traction_data",
Salesforce Ventures 14,https://salesforceventures14.com,https://salesforceventures14.com/apply,,other,"Series A,Pre-seed","B2B SaaS,Fintech,Gaming","Europe,North America",standard,6-10,"pitch_deck,financial_projections",Generated sample data for testing
General Catalyst 16,https://generalcatalyst16.io,https://generalcatalyst16.io/apply,apply@generalcatalyst16.io,form,"Series A,Pre-seed","B2B SaaS,Gaming,E-commerce","EMEA,Europe",simple,1-5,"pitch_deck,business_plan",
Blackstone Growth 15,https://blackstonegrowth15.io,https://blackstonegrowth15.io/apply,,other,"Series B,Pre-seed","Deep tech,B2B SaaS,Marketplace","Global,North America",comprehensive,21+,"pitch_deck,traction_data",
Thoma Bravo 14,https://thomabravo14.capital,https://thomabravo14.capital/apply,apply@thomabravo14.capital,email,"Seed,Pre-seed","AI/ML,E-commerce,Deep tech","Europe,Asia",standard,6-10,"pitch_deck,video",Generated sample data for testing
Warburg Pincus 18,https://warburgpincus18.vc,https://warburgpincus18.vc/apply,,other,"Series A,Seed","Developer tools,AI/ML,Fintech","Asia,North America",standard,21+,"financial_projections,business_plan",Generated sample data for testing
SoftBank Vision Fund 15,https://softbankvisionfund15.co,https://softbankvisionfund15.co/apply,,form,"Seed,Series B","B2B SaaS,E-commerce,AI/ML","EMEA,North America",comprehensive,21+,"pitch_deck,video",Generated sample data for testing
GV (Google Ventures) 18,https://gvgoogleventures18.capital,https://gvgoogleventures18.capital/apply,,form,"Series C,Pre-seed","Gaming,E-commerce,Web3","Global,Europe",comprehensive,1-5,"business_plan,traction_data",Generated sample data for testing
GV (Google Ventures) 19,https://gvgoogleventures19.com,https://gvgoogleventures19.com/apply,,other,"Seed,Series C","AI/ML,E-commerce,Developer tools","Europe,North America",simple,1-5,"pitch_deck,financial_projections",Generated sample data for testing
Intel Capital 14,https://intelcapital14.vc,https://intelcapital14.vc/apply,,email,"Pre-seed,Series A","Marketplace,Fintech,Web3","Global,North America",standard,1-5,"pitch_deck,financial_projections",Generated sample data for testing
First Round Capital 16,https://firstroundcapital16.co,https://firstroundcapital16.co/apply,apply@firstroundcapital16.co,form,"Seed,Series B","Deep tech,B2B SaaS,Climate tech","North America,Asia",standard,6-10,"video,pitch_deck",
GV (Google Ventures) 20,https://gvgoogleventures20.vc,https://gvgoogleventures20.vc/apply,,other,"Series A,Seed","Marketplace,B2B SaaS,E-commerce","Europe,North America",comprehensive,1-5,"financial_projections,pitch_deck",Generated sample data for testing
Index Ventures 15,https://indexventures15.com,https://indexventures15.com/apply,apply@indexventures15.com,email,"Pre-seed,Series A","Developer tools,B2B SaaS,Fintech","Global,Asia",simple,21+,"traction_data,pitch_deck",
Thoma Bravo 15,https://thomabravo15.io,https://thomabravo15.io/apply,,email,"Seed,Series B","E-commerce,Fintech,Climate tech","Europe,North America",standard,1-5,"video,pitch_deck",
Tiger Global Management 17,https://tigerglobalmanagemen.co,https://tigerglobalmanagemen.co/apply,,email,"Pre-seed,Seed","Gaming,E-commerce,Fintech","Europe,Asia",standard,1-5,"traction_data,video",Generated sample data for testing
SoftBank Vision Fund 16,https://softbankvisionfund16.co,https://softbankvisionfund16.co/apply,,form,"Seed,Series B","B2B SaaS,Consumer,Gaming","EMEA,North America",standard,21+,"pitch_deck,financial_projections",
Blackstone Growth 16,https://blackstonegrowth16.capital,https://blackstonegrowth16.capital/apply,,other,"Series A,Series C","Fintech,Developer tools,E-commerce","EMEA,North America",comprehensive,21+,"traction_data,pitch_deck",Generated sample data for testing
Lightspeed Venture Partners 17,https://lightspeedventurepar.capital,https://lightspeedventurepar.capital/apply,,form,"Series A,Seed","Gaming,B2B SaaS,Deep tech","EMEA,Europe",simple,11-20,"financial_projections,video",
GV (Google Ventures) 21,https://gvgoogleventures21.io,https://gvgoogleventures21.io/apply,,email,"Series B,Pre-seed","B2B SaaS,Fintech,Marketplace","EMEA,Asia",comprehensive,6-10,"business_plan,financial_projections",
General Atlantic 16,https://generalatlantic16.capital,https://generalatlantic16.capital/apply,,other,"Pre-seed,Series B","B2B SaaS,Healthtech,E-commerce","Europe,Global",simple,11-20,"business_plan,video",Generated sample data for testing
New Enterprise Associates 21,https://newenterpriseassocia.vc,https://newenterpriseassocia.vc/apply,apply@newenterpriseassocia.vc,email,"Series C,Pre-seed","Marketplace,Developer tools,Web3","North America,Global",comprehensive,21+,"pitch_deck,business_plan",Generated sample data for testing
Blackstone Growth 17,https://blackstonegrowth17.co,https://blackstonegrowth17.co/apply,,other,"Seed,Series B","Developer tools,AI/ML,Gaming","EMEA,Asia",simple,11-20,"video,traction_data",
Kleiner Perkins 14,https://kleinerperkins14.vc,https://kleinerperkins14.vc/apply,,email,"Seed,Series B","Developer tools,Fintech,E-commerce","Europe,Asia",simple,21+,"pitch_deck,business_plan",
Advent International 16,https://adventinternational1.com,https://adventinternational1.com/apply,apply@adventinternational1.com,email,"Series A,Pre-seed","AI/ML,Deep tech,E-commerce","Global,Asia",simple,21+,"financial_projections,video",
Bessemer Venture Partners 20,https://bessemerventurepartn.com,https://bessemerventurepartn.com/apply,,other,"Series B,Pre-seed","Marketplace,E-commerce,AI/ML","Global,Europe",comprehensive,11-20,"business_plan,video",
Salesforce Ventures 15,https://salesforceventures15.capital,https://salesforceventures15.capital/apply,apply@salesforceventures15.capital,form,"Series A,Series B","Fintech,Deep tech,Consumer","Global,Asia",standard,1-5,"traction_data,pitch_deck",
TPG Growth 15,https://tpggrowth15.io,https://tpggrowth15.io/apply,apply@tpggrowth15.io,email,"Pre-seed,Series C","Gaming,B2B SaaS,E-commerce","Asia,Global",simple,1-5,"financial_projections,pitch_deck",
Sequoia Capital 23,https://sequoiacapital23.io,https://sequoiacapital23.io/apply,apply@sequoiacapital23.io,other,"Series C,Seed","B2B SaaS,Gaming,Fintech","Global,North America",comprehensive,1-5,"business_plan,pitch_deck",Generated sample data for testing
SoftBank Vision Fund 17,https://softbankvisionfund17.com,https://softbankvisionfund17.com/apply,,form,"Series B,Series A","B2B SaaS,AI/ML,Fintech","EMEA,North America",simple,6-10,"pitch_deck,business_plan",
Lightspeed Venture Partners 18,https://lightspeedventurepar.com,https://lightspeedventurepar.com/apply,,form,"Seed,Pre-seed","B2B SaaS,Consumer,Marketplace","Europe,Global",standard,21+,"business_plan,financial_projections",
General Catalyst 17,https://generalcatalyst17.com,https://generalcatalyst17.com/apply,apply@generalcatalyst17.com,form,"Series C,Seed","E-commerce,Fintech,B2B SaaS","Asia,Europe",comprehensive,11-20,"video,pitch_deck",
GV (Google Ventures) 22,https://gvgoogleventures22.co,https://gvgoogleventures22.co/apply,apply@gvgoogleventures22.co,email,"Series B,Seed","Deep tech,AI/ML,B2B SaaS","EMEA,North America",standard,6-10,"financial_projections,traction_data",Generated sample data for testing
New Enterprise Associates 22,https://newenterpriseassocia.com,https://newenterpriseassocia.com/apply,,other,"Series B,Series A","Web3,Consumer,B2B SaaS","North America,EMEA",comprehensive,21+,"financial_projections,business_plan",Generated sample data for testing
Coatue Management 19,https://coatuemanagement19.co,https://coatuemanagement19.co/apply,,email,"Seed,Pre-seed","B2B SaaS,Climate tech,Healthtech","North America,Asia",standard,21+,"traction_data,video",Generated sample data for testing
Union Square Ventures 17,https://unionsquareventures1.capital,https://unionsquareventures1.capital/apply,apply@unionsquareventures1.capital,other,"Series C,Seed","Developer tools,Fintech,AI/ML","North America,EMEA",simple,1-5,"business_plan,financial_projections",Generated sample data for testing
Warburg Pincus 19,https://warburgpincus19.co,https://warburgpincus19.co/apply,,form,"Series C,Series B","AI/ML,Fintech,E-commerce","North America,EMEA",standard,11-20,"video,pitch_deck",
TPG Growth 16,https://tpggrowth16.com,https://tpggrowth16.com/apply,apply@tpggrowth16.com,form,"Pre-seed,Series C","B2B SaaS,Healthtech,Web3","Asia,North America",simple,1-5,"financial_projections,business_plan",Generated sample data for testing
Insight Partners 16,https://insightpartners16.com,https://insightpartners16.com/apply,,form,"Series C,Pre-seed","Deep tech,Web3,Consumer","North America,EMEA",comprehensive,21+,"business_plan,pitch_deck",
Insight Partners 17,https://insightpartners17.io,https://insightpartners17.io/apply,apply@insightpartners17.io,email,"Pre-seed,Series B","Healthtech,B2B SaaS,E-commerce","Europe,North America",standard,21+,"pitch_deck,traction_data",Generated sample data for testing
Bessemer Venture Partners 21,https://bessemerventurepartn.co,https://bessemerventurepartn.co/apply,apply@bessemerventurepartn.co,email,"Series B,Series A","Consumer,B2B SaaS,Gaming","North America,Global",standard,6-10,"traction_data,video",Generated sample data for testing
Benchmark Capital 15,https://benchmarkcapital15.vc,https://benchmarkcapital15.vc/apply,apply@benchmarkcapital15.vc,email,"Pre-seed,Series B","Web3,Healthtech,E-commerce","North America,Asia",comprehensive,6-10,"video,pitch_deck",
Warburg Pincus 20,https://warburgpincus20.com,https://warburgpincus20.com/apply,apply@warburgpincus20.com,other,"Seed,Series B","B2B SaaS,Fintech,Developer tools","North America,Global",standard,1-5,"financial_projections,pitch_deck",
Bessemer Venture Partners 22,https://bessemerventurepartn.capital,https://bessemerventurepartn.capital/apply,,email,"Series B,Series A","B2B SaaS,Fintech,AI/ML","North America,EMEA",standard,11-20,"pitch_deck,business_plan",
General Catalyst 18,https://generalcatalyst18.com,https://generalcatalyst18.com/apply,apply@generalcatalyst18.com,form,"Series B,Seed","B2B SaaS,Fintech,Climate tech","Global,North America",simple,1-5,"pitch_deck,traction_data",Generated sample data for testing
Accel Partners 19,https://accelpartners19.co,https://accelpartners19.co/apply,,other,"Series B,Pre-seed","Climate tech,Marketplace,Developer tools","Europe,North America",simple,11-20,"pitch_deck,financial_projections",Generated sample data for testing
DST Global 17,https://dstglobal17.co,https://dstglobal17.co/apply,,other,"Series B,Seed","Gaming,AI/ML,Fintech","Asia,Europe",comprehensive,6-10,"business_plan,video",Generated sample data for testing
Silver Lake Partners 15,https://silverlakepartners15.co,https://silverlakepartners15.co/apply,apply@silverlakepartners15.co,other,"Pre-seed,Seed","Fintech,Climate tech,Deep tech","Asia,North America",comprehensive,1-5,"video,pitch_deck",Generated sample data for testing
Insight Partners 18,https://insightpartners18.co,https://insightpartners18.co/apply,,other,"Seed,Series B","Web3,Consumer,B2B SaaS","EMEA,Global",simple,1-5,"video,business_plan",Generated sample data for testing
Lightspeed Venture Partners 19,https://lightspeedventurepar.io,https://lightspeedventurepar.io/apply,apply@lightspeedventurepar.io,form,"Series C,Pre-seed","B2B SaaS,Consumer,Developer tools","EMEA,North America",comprehensive,21+,"video,pitch_deck",
Founders Fund 15,https://foundersfund15.vc,https://foundersfund15.vc/apply,,form,"Series A,Pre-seed","Deep tech,Climate tech,Web3","Global,EMEA",standard,6-10,"business_plan,financial_projections",
Index Ventures 16,https://indexventures16.io,https://indexventures16.io/apply,apply@indexventures16.io,other,"Series A,Pre-seed","Fintech,Climate tech,AI/ML","EMEA,North America",simple,6-10,"video,business_plan",Generated sample data for testing
Bessemer Venture Partners 23,https://bessemerventurepartn.com,https://bessemerventurepartn.com/apply,,other,"Series C,Series B","Gaming,Web3,Healthtech","Europe,North America",simple,21+,"video,financial_projections",Generated sample data for testing
Insight Partners 19,https://insightpartners19.co,https://insightpartners19.co/apply,apply@insightpartners19.co,email,"Seed,Pre-seed","Healthtech,Fintech,Developer tools","North America,Global",comprehensive,11-20,"financial_projections,video",
KKR & Co 15,https://kkrco15.io,https://kkrco15.io/apply,apply@kkrco15.io,other,"Series B,Seed","Healthtech,B2B SaaS,Fintech","North America,Asia",standard,11-20,"video,business_plan",Generated sample data for testing
Founders Fund 16,https://foundersfund16.vc,https://foundersfund16.vc/apply,,other,"Pre-seed,Series C","AI/ML,Consumer,Gaming","EMEA,Global",comprehensive,21+,"pitch_deck,video",Generated sample data for testing
Lightspeed Venture Partners 20,https://lightspeedventurepar.com,https://lightspeedventurepar.com/apply,apply@lightspeedventurepar.com,form,"Series C,Series A","B2B SaaS,Fintech,AI/ML","Europe,EMEA",standard,21+,"business_plan,pitch_deck",Generated sample data for testing
General Atlantic 17,https://generalatlantic17.vc,https://generalatlantic17.vc/apply,,other,"Series C,Series A","B2B SaaS,Consumer,Deep tech","Asia,North America",comprehensive,21+,"business_plan,financial_projections",Generated sample data for testing
SoftBank Vision Fund 18,https://softbankvisionfund18.io,https://softbankvisionfund18.io/apply,apply@softbankvisionfund18.io,form,"Series C,Series A","Gaming,AI/ML,Climate tech","North America,Europe",standard,11-20,"pitch_deck,video",Generated sample data for testing
Index Ventures 17,https://indexventures17.co,https://indexventures17.co/apply,,email,"Pre-seed,Series B","Marketplace,E-commerce,Deep tech","Asia,North America",comprehensive,11-20,"pitch_deck,traction_data",Generated sample data for testing
TPG Growth 17,https://tpggrowth17.capital,https://tpggrowth17.capital/apply,,form,"Series C,Series B","Fintech,Web3,Climate tech","North America,Global",simple,21+,"financial_projections,business_plan",Generated sample data for testing
SoftBank Vision Fund 19,https://softbankvisionfund19.co,https://softbankvisionfund19.co/apply,,other,"Series B,Series A","Consumer,B2B SaaS,Marketplace","North America,Europe",standard,6-10,"business_plan,financial_projections",
Warburg Pincus 21,https://warburgpincus21.com,https://warburgpincus21.com/apply,,form,"Pre-seed,Series C","B2B SaaS,E-commerce,Fintech","North America,Europe",comprehensive,1-5,"business_plan,pitch_deck",Generated sample data for testing
Sequoia Capital 24,https://sequoiacapital24.io,https://sequoiacapital24.io/apply,apply@sequoiacapital24.io,other,"Pre-seed,Series A","E-commerce,Fintech,Climate tech","Global,EMEA",comprehensive,21+,"business_plan,traction_data",
Tiger Global Management 18,https://tigerglobalmanagemen.com,https://tigerglobalmanagemen.com/apply,,email,"Seed,Pre-seed","Climate tech,B2B SaaS,Gaming","North America,Global",simple,11-20,"pitch_deck,business_plan",
Tiger Global Management 19,https://tigerglobalmanagemen.capital,https://tigerglobalmanagemen.capital/apply,apply@tigerglobalmanagemen.capital,other,"Series C,Pre-seed","B2B SaaS,Consumer,Healthtech","North America,Asia",standard,11-20,"pitch_deck,video",
Founders Fund 17,https://foundersfund17.capital,https://foundersfund17.capital/apply,,other,"Series A,Seed","Consumer,AI/ML,Gaming","EMEA,Europe",comprehensive,21+,"video,pitch_deck",
Sequoia Capital 25,https://sequoiacapital25.io,https://sequoiacapital25.io/apply,,form,"Seed,Pre-seed","B2B SaaS,Consumer,AI/ML","Europe,Global",simple,6-10,"video,traction_data",
Greylock Partners 16,https://greylockpartners16.com,https://greylockpartners16.com/apply,,email,"Series A,Pre-seed","Fintech,AI/ML,Climate tech","North America,Europe",comprehensive,11-20,"financial_projections,pitch_deck",Generated sample data for testing
Benchmark Capital 16,https://benchmarkcapital16.io,https://benchmarkcapital16.io/apply,,form,"Series B,Seed","Marketplace,Web3,Gaming","Europe,Global",standard,6-10,"traction_data,pitch_deck",Generated sample data for testing
Lightspeed Venture Partners 21,https://lightspeedventurepar.co,https://lightspeedventurepar.co/apply,apply@lightspeedventurepar.co,form,"Seed,Series B","Consumer,B2B SaaS,Developer tools","North America,Europe",standard,21+,"financial_projections,business_plan",Generated sample data for testing
GV (Google Ventures) 23,https://gvgoogleventures23.com,https://gvgoogleventures23.com/apply,apply@gvgoogleventures23.com,other,"Series C,Series A","AI/ML,Gaming,Developer tools","Global,Asia",standard,11-20,"business_plan,financial_projections",
Coatue Management 20,https://coatuemanagement20.capital,https://coatuemanagement20.capital/apply,apply@coatuemanagement20.capital,email,"Series B,Pre-seed","Healthtech,Developer tools,Climate tech","Europe,EMEA",standard,6-10,"video,traction_data",
Benchmark Capital 17,https://benchmarkcapital17.capital,https://benchmarkcapital17.capital/apply,apply@benchmarkcapital17.capital,form,"Seed,Series A","Marketplace,Healthtech,Consumer","Europe,North America",comprehensive,21+,"video,business_plan",
Founders Fund 18,https://foundersfund18.com,https://foundersfund18.com/apply,apply@foundersfund18.com,email,"Seed,Series B","Gaming,Consumer,Web3","Europe,Global",simple,21+,"business_plan,pitch_deck",Generated sample data for testing
First Round Capital 17,https://firstroundcapital17.io,https://firstroundcapital17.io/apply,apply@firstroundcapital17.io,form,"Series C,Pre-seed","B2B SaaS,Fintech,Climate tech","Global,North America",simple,11-20,"video,pitch_deck",
DST Global 18,https://dstglobal18.capital,https://dstglobal18.capital/apply,apply@dstglobal18.capital,form,"Series B,Seed","Fintech,Climate tech,AI/ML","Asia,Global",standard,11-20,"pitch_deck,financial_projections",Generated sample data for testing
Silver Lake Partners 16,https://silverlakepartners16.vc,https://silverlakepartners16.vc/apply,,form,"Pre-seed,Series A","AI/ML,B2B SaaS,Deep tech","Global,North America",standard,11-20,"traction_data,video",Generated sample data for testing
Union Square Ventures 18,https://unionsquareventures1.io,https://unionsquareventures1.io/apply,apply@unionsquareventures1.io,form,"Seed,Pre-seed","AI/ML,Deep tech,Consumer","Asia,Europe",standard,21+,"video,pitch_deck",
SoftBank Vision Fund 20,https://softbankvisionfund20.io,https://softbankvisionfund20.io/apply,apply@softbankvisionfund20.io,form,"Series A,Seed","Fintech,Gaming,B2B SaaS","EMEA,North America",standard,6-10,"business_plan,financial_projections",
DST Global 19,https://dstglobal19.com,https://dstglobal19.com/apply,apply@dstglobal19.com,email,"Series C,Pre-seed","Developer tools,AI/ML,Climate tech","Europe,EMEA",simple,11-20,"business_plan,video",
Union Square Ventures 19,https://unionsquareventures1.capital,https://unionsquareventures1.capital/apply,,other,"Series A,Seed","Gaming,Consumer,Marketplace","Europe,Asia",standard,1-5,"business_plan,video",Generated sample data for testing
Sequoia Capital 26,https://sequoiacapital26.com,https://sequoiacapital26.com/apply,apply@sequoiacapital26.com,email,"Series B,Seed","AI/ML,Deep tech,E-commerce","Europe,Asia",simple,1-5,"video,pitch_deck",Generated sample data for testing
Thoma Bravo 16,https://thomabravo16.com,https://thomabravo16.com/apply,,email,"Pre-seed,Series B","B2B SaaS,Fintech,Healthtech","Europe,Global",standard,11-20,"pitch_deck,video",Generated sample data for testing
Bessemer Venture Partners 24,https://bessemerventurepartn.com,https://bessemerventurepartn.com/apply,,other,"Seed,Pre-seed","Fintech,Marketplace,Gaming","Asia,Global",standard,1-5,"traction_data,pitch_deck",Generated sample data for testing
Blackstone Growth 18,https://blackstonegrowth18.io,https://blackstonegrowth18.io/apply,apply@blackstonegrowth18.io,other,"Series A,Series C","E-commerce,Fintech,Gaming","Global,Europe",standard,21+,"financial_projections,traction_data",
KKR & Co 17,https://kkrco17.com,https://kkrco17.com/apply,apply@kkrco17.com,email,"Series C,Pre-seed","B2B SaaS,E-commerce,AI/ML","EMEA,North America",comprehensive,1-5,"video,financial_projections",
Intel Capital 17,https://intelcapital17.capital,https://intelcapital17.capital/apply,apply@intelcapital17.capital,other,"Series A,Seed","Deep tech,Gaming,B2B SaaS","Europe,North America",standard,6-10,"video,business_plan",Generated sample data for testing
Kleiner Perkins 17,https://kleinerperkins17.vc,https://kleinerperkins17.vc/apply,,other,"Pre-seed,Series B","B2B SaaS,Marketplace,Climate tech","EMEA,Global",simple,21+,"video,financial_projections",Generated sample data for testing
Accel Partners 20,https://accelpartners20.io,https://accelpartners20.io/apply,apply@accelpartners20.io,email,"Series B,Pre-seed","Consumer,B2B SaaS,Fintech","Europe,North America",standard,21+,"video,traction_data",
